"ID","Lable","RansomwareFamily","API","DROP","FILES","FILES_EXT","DIR"
"20599","0","0","67","2","14","9","5"
"20600","0","0","64","4","14","12","4"
"20604","0","0","42","0","135","31","15"
"20606","0","0","71","2","15","10","7"
"20608","0","0","69","2","13","10","7"
"20610","0","0","92","2","23","11","10"
"20611","0","0","67","2","13","10","7"
"20612","0","0","70","3","9","13","14"
"20613","0","0","50","1","5","5","1"
"20617","0","0","67","4","10","11","14"
"20618","0","0","46","5","8","19","5"
"20620","0","0","63","0","8","6","1"
"20621","0","0","49","5","8","18","5"
"20623","0","0","77","1","14","9","8"
"20624","0","0","69","2","13","10","7"
"20625","0","0","59","4","8","11","10"
"20626","0","0","71","2","15","10","7"
"20629","0","0","11","0","0","0","0"
"20631","0","0","47","2","12","8","2"
"20632","0","0","90","6","19","20","15"
"20633","0","0","39","14","23","30","18"
"20634","0","0","64","2","13","10","7"
"20635","0","0","1","0","0","0","0"
"20636","0","0","66","2","13","10","7"
"20640","0","0","68","2","15","10","7"
"20642","0","0","68","3","10","12","5"
"20643","0","0","66","5","28","18","20"
"20645","0","0","48","1","3","3","0"
"20646","0","0","11","0","0","0","0"
"20647","0","0","50","1","5","5","1"
"20648","0","0","69","2","13","10","7"
"20649","0","0","82","8","20","21","15"
"20650","0","0","77","8","20","21","15"
"20651","0","0","52","4","6","11","10"
"20652","0","0","51","4","6","11","10"
"20653","0","0","77","8","20","21","15"
"20654","0","0","80","8","20","21","15"
"20655","0","0","51","4","6","11","10"
"20656","0","0","52","4","6","11","10"
"20657","0","0","52","4","6","11","10"
"20658","0","0","50","1","5","5","1"
"20659","0","0","68","2","15","10","7"
"20660","0","0","68","3","12","14","6"
"20661","0","0","56","1","6","6","0"
"20662","0","0","67","12","12","39","20"
"20663","0","0","74","2","11","9","2"
"20664","0","0","11","0","0","0","0"
"20666","0","0","45","2","10","8","3"
"20667","0","0","35","0","2","2","1"
"20668","0","0","11","0","0","0","0"
"20669","0","0","69","2","15","10","7"
"20670","0","0","67","3","18","13","7"
"20672","0","0","21","0","0","0","0"
"20673","0","0","68","3","18","12","7"
"20675","0","0","69","2","15","10","7"
"20676","0","0","11","0","0","0","0"
"20677","0","0","73","1","7","4","10"
"20678","0","0","71","1","6","3","10"
"20679","0","0","67","3","9","13","14"
"20681","0","0","106","1","8","7","11"
"20684","0","0","81","7","38","25","17"
"20685","0","0","48","1","5","5","1"
"20686","0","0","49","1","5","5","1"
"20687","0","0","49","1","5","5","1"
"20688","0","0","48","1","5","5","1"
"20689","0","0","48","1","5","5","1"
"20690","0","0","49","1","5","5","1"
"20691","0","0","48","1","5","5","1"
"20692","0","0","49","1","5","5","1"
"20693","0","0","66","2","13","10","7"
"20694","0","0","10","0","0","0","0"
"20695","0","0","69","2","13","10","7"
"20696","0","0","73","2","13","10","7"
"20697","0","0","53","1","4","5","0"
"20698","0","0","49","1","5","5","1"
"20699","0","0","69","2","15","10","7"
"20700","0","0","71","2","15","10","7"
"20701","0","0","67","2","13","10","7"
"20702","0","0","71","2","15","10","7"
"20703","0","0","77","3","17","12","10"
"20704","0","0","62","1","10","6","4"
"20705","0","0","74","5","19","17","18"
"20706","0","0","50","1","5","5","1"
"20707","0","0","69","2","15","10","7"
"20708","0","0","64","1","9","7","2"
"20709","0","0","70","2","15","10","7"
"20710","0","0","8","0","0","0","0"
"20712","0","0","77","2","15","7","5"
"20714","0","0","47","0","0","0","1"
"20715","0","0","67","2","15","10","7"
"20716","0","0","57","0","4","1","1"
"20717","0","0","69","2","17","10","7"
"20718","0","0","66","2","13","10","7"
"20719","0","0","69","2","13","10","7"
"20721","0","0","71","2","15","10","7"
"20722","0","0","32","0","2","2","1"
"20723","0","0","66","2","13","10","7"
"20724","0","0","69","2","13","10","7"
"20725","0","0","75","2","13","10","10"
"20726","0","0","71","2","15","10","7"
"20727","0","0","69","2","15","10","7"
"20728","0","0","69","2","15","10","7"
"20729","0","0","66","2","13","10","7"
"20730","0","0","9","0","0","0","0"
"20731","0","0","71","7","17","25","6"
"20732","0","0","69","2","15","10","7"
"20733","0","0","53","1","6","6","1"
"20734","0","0","46","1","6","6","1"
"20735","0","0","98","8","53","40","20"
"20736","0","0","88","4","19","16","7"
"20737","0","0","10","0","0","0","0"
"20738","0","0","68","2","15","10","7"
"20739","0","0","52","4","8","18","5"
"20740","0","0","50","1","5","5","1"
"20743","0","0","81","0","39","29","18"
"20745","0","0","72","4","13","17","13"
"20746","0","0","63","5","13","17","5"
"20747","0","0","11","0","0","0","0"
"20749","0","0","49","4","8","17","5"
"20750","0","0","49","4","8","17","5"
"20751","0","0","55","1","9","8","9"
"20752","0","0","9","0","0","0","0"
"20753","0","0","65","4","10","14","14"
"20755","0","0","11","0","0","0","0"
"20756","0","0","8","0","0","0","0"
"20757","0","0","68","3","6","8","8"
"20758","0","0","48","1","5","5","1"
"20759","0","0","47","1","6","6","1"
"20760","0","0","68","4","11","18","6"
"20761","0","0","83","6","15","18","6"
"20762","0","0","54","3","6","12","4"
"20763","0","0","68","2","15","10","7"
"20764","0","0","60","4","9","13","10"
"20765","0","0","48","1","5","5","1"
"20766","0","0","74","4","15","19","12"
"20767","0","0","72","2","15","10","7"
"20768","0","0","10","0","0","0","0"
"20769","0","0","75","2","9","7","5"
"20770","0","0","69","2","13","10","7"
"20771","0","0","69","2","13","10","7"
"20772","0","0","27","0","0","0","0"
"20773","0","0","68","2","15","10","7"
"20774","0","0","23","0","0","0","0"
"20775","0","0","71","2","15","10","7"
"20776","0","0","47","0","6","1","6"
"20777","0","0","11","0","0","0","0"
"20778","0","0","87","2","12","10","5"
"20780","0","0","68","4","11","18","6"
"20781","0","0","84","3","18","12","5"
"20782","0","0","38","0","0","0","0"
"20784","0","0","69","2","15","10","7"
"20785","0","0","64","2","11","8","2"
"20786","0","0","69","2","15","10","7"
"20788","0","0","36","0","2","3","0"
"20789","0","0","43","2","13","9","2"
"20790","0","0","13","0","0","0","0"
"20791","0","0","69","2","15","10","6"
"20792","0","0","63","4","10","10","10"
"20793","0","0","50","1","5","5","1"
"20794","0","0","55","3","8","10","8"
"20795","0","0","67","2","12","10","4"
"20796","0","0","69","2","15","10","7"
"20797","0","0","67","2","15","10","7"
"20799","0","0","46","4","7","13","10"
"20800","0","0","66","2","13","10","7"
"20801","0","0","68","3","6","7","6"
"20802","0","0","47","1","5","5","1"
"20804","0","0","29","0","2","2","0"
"20805","0","0","30","0","2","2","0"
"20806","0","0","55","1","11","12","5"
"20807","0","0","69","2","15","10","8"
"20808","0","0","51","2","5","7","2"
"20809","0","0","49","1","5","5","1"
"20810","0","0","56","5","9","15","11"
"20811","0","0","50","1","5","5","1"
"20813","0","0","50","1","5","5","1"
"20814","0","0","102","3","15","18","12"
"20815","0","0","102","3","15","18","12"
"20818","0","0","46","6","12","22","7"
"20819","0","0","62","1","10","5","9"
"20820","0","0","47","1","6","6","1"
"20821","0","0","66","2","13","10","7"
"20822","0","0","71","2","15","10","7"
"20823","0","0","71","2","15","10","7"
"20824","0","0","50","1","5","5","1"
"20825","0","0","95","2","19","9","8"
"20826","0","0","10","0","0","0","0"
"20827","0","0","68","2","15","10","7"
"20828","0","0","44","1","3","2","4"
"20829","0","0","72","2","15","10","7"
"20830","0","0","71","2","15","10","7"
"20831","0","0","68","2","15","10","7"
"20832","0","0","84","5","19","18","7"
"20833","0","0","65","4","10","14","13"
"20834","0","0","52","3","5","8","10"
"20835","0","0","11","0","0","0","0"
"20836","0","0","13","0","0","0","0"
"20837","0","0","69","2","15","10","7"
"20838","0","0","56","4","8","11","10"
"20839","0","0","50","1","5","5","1"
"20840","0","0","50","1","5","5","1"
"20841","0","0","85","1","13","6","18"
"20842","0","0","67","5","12","16","13"
"20843","0","0","50","1","5","5","1"
"20844","0","0","11","0","0","0","0"
"20845","0","0","53","3","6","12","5"
"20847","0","0","68","2","15","10","7"
"20848","0","0","73","5","14","15","3"
"20849","0","0","64","3","6","7","7"
"20850","0","0","13","0","0","0","0"
"20853","0","0","14","0","0","0","0"
"20854","0","0","11","0","0","0","0"
"20855","0","0","11","0","0","0","0"
"20856","0","0","77","9","50","23","25"
"20857","0","0","68","2","15","10","7"
"20858","0","0","94","7","17","22","12"
"20859","0","0","74","3","15","11","7"
"20860","0","0","20","0","0","0","0"
"20861","0","0","23","0","0","0","0"
"20862","0","0","50","2","6","7","1"
"20863","0","0","78","9","11","24","8"
"20865","0","0","61","9","17","23","6"
"20866","0","0","48","1","6","7","0"
"20867","0","0","105","2","11","10","16"
"20868","0","0","62","3","10","8","10"
"20869","0","0","112","2","13","11","12"
"20874","0","0","74","3","12","15","12"
"20875","0","0","9","0","0","0","0"
"20876","0","0","8","0","0","0","0"
"20878","0","0","36","9","4","19","3"
"20879","0","0","109","15","31","36","30"
"20881","0","0","49","1","5","5","1"
"20882","0","0","71","2","15","10","7"
"20883","0","0","76","3","15","14","8"
"20884","0","0","52","2","6","7","11"
"20885","0","0","42","0","4","4","0"
"20886","0","0","52","2","7","7","1"
"20887","0","0","48","1","5","5","1"
"20888","0","0","71","2","15","10","7"
"20889","0","0","60","4","8","11","11"
"20890","0","0","50","2","6","7","1"
"20891","0","0","48","1","5","5","1"
"20892","0","0","48","1","5","5","1"
"20893","0","0","58","4","9","13","11"
"20894","0","0","57","4","9","13","10"
"20895","0","0","48","1","6","6","1"
"20896","0","0","48","5","8","19","5"
"20897","0","0","68","2","15","10","7"
"20899","0","0","45","0","0","0","0"
"20900","0","0","50","1","5","5","1"
"20901","0","0","72","2","15","10","7"
"20903","0","0","66","2","13","10","7"
"20904","0","0","50","3","4","7","1"
"20905","0","0","65","4","13","13","4"
"20910","0","0","89","15","32","44","5"
"20911","0","0","46","1","6","6","1"
"20913","0","0","58","4","8","11","10"
"20914","0","0","45","1","5","5","1"
"20915","0","0","67","2","12","10","4"
"20916","0","0","59","5","13","15","5"
"20917","0","0","69","2","17","10","7"
"20920","0","0","69","2","13","10","7"
"20921","0","0","50","1","5","5","1"
"20922","0","0","11","0","0","0","0"
"20923","0","0","80","2","15","10","4"
"20925","0","0","76","4","17","14","6"
"20926","0","0","64","2","15","10","7"
"20927","0","0","66","2","13","10","6"
"20930","0","0","11","0","0","0","0"
"20931","0","0","71","2","15","10","7"
"20932","0","0","78","12","23","60","13"
"20934","0","0","38","0","1","1","3"
"20935","0","0","56","5","12","12","8"
"20936","0","0","81","3","17","14","9"
"20939","0","0","77","5","23","20","11"
"20942","0","0","54","11","15","27","8"
"20943","0","0","54","3","12","13","5"
"20944","0","0","62","8","20","27","13"
"20948","0","0","68","2","15","10","7"
"20949","0","0","68","2","15","10","7"
"20951","0","0","80","11","30","29","22"
"20952","0","0","72","2","15","10","7"
"20954","0","0","47","1","5","5","1"
"20955","0","0","72","1","14","9","0"
"20956","0","0","10","0","0","0","0"
"20957","0","0","60","11","15","29","6"
"20958","0","0","74","6","9","22","8"
"20959","0","0","66","2","12","10","4"
"20960","0","0","77","3","15","11","7"
"20961","0","0","10","0","0","0","0"
"20962","0","0","51","2","7","9","11"
"20966","0","0","51","2","7","9","11"
"20967","0","0","71","3","18","11","9"
"20968","0","0","71","3","18","11","9"
"20969","0","0","57","3","8","12","10"
"20970","0","0","72","2","15","10","7"
"20971","0","0","72","2","15","10","7"
"20973","0","0","8","0","0","0","0"
"20974","0","0","7","0","0","0","0"
"20975","0","0","48","0","16","6","20"
"20978","0","0","11","0","0","0","0"
"20979","0","0","56","2","10","11","13"
"20980","0","0","50","1","5","5","1"
"20981","0","0","50","1","5","5","1"
"20982","0","0","50","1","5","5","1"
"20983","0","0","50","1","5","5","1"
"20985","0","0","46","1","5","5","1"
"20986","0","0","69","3","16","11","7"
"20991","0","0","64","4","21","12","5"
"20992","0","0","67","4","15","13","18"
"20993","0","0","68","2","15","10","7"
"20994","0","0","85","5","19","18","7"
"20995","0","0","41","0","1","1","0"
"20996","0","0","53","2","8","10","10"
"20999","0","0","11","0","0","0","0"
"21000","0","0","50","2","7","9","11"
"21003","0","0","46","1","6","6","1"
"21005","0","0","71","2","15","10","7"
"21006","0","0","50","1","6","6","1"
"21007","0","0","71","2","15","10","7"
"21008","0","0","67","15","39","44","14"
"21009","0","0","50","1","5","5","1"
"21010","0","0","50","1","5","5","1"
"21011","0","0","52","2","7","7","1"
"21012","0","0","73","5","11","12","12"
"21013","0","0","54","6","11","17","14"
"21014","0","0","80","2","15","10","4"
"21018","0","0","50","1","5","5","1"
"21019","0","0","57","0","7","4","4"
"21020","0","0","46","1","6","6","1"
"21022","0","0","67","5","50","13","13"
"21023","0","0","51","5","11","16","3"
"21024","0","0","44","1","6","6","1"
"21027","0","0","68","2","16","9","7"
"21028","0","0","77","4","31","14","11"
"21029","0","0","85","4","18","20","9"
"21030","0","0","74","3","18","13","8"
"21031","0","0","88","1","19","10","1"
"21032","0","0","50","4","8","11","8"
"21033","0","0","76","4","16","16","11"
"21034","0","0","71","7","39","19","19"
"21035","0","0","11","0","0","0","0"
"21036","0","0","87","3","13","13","11"
"21037","0","0","31","0","0","0","0"
"21038","0","0","68","3","18","13","7"
"21039","0","0","11","0","0","0","0"
"21040","0","0","69","2","15","10","7"
"21041","0","0","69","8","17","24","18"
"21042","0","0","75","3","18","13","7"
"21044","0","0","6","0","0","0","0"
"21046","0","0","66","2","13","10","7"
"21047","0","0","50","1","5","5","1"
"21048","0","0","71","0","70","68","35"
"21052","0","0","11","0","0","0","0"
"21053","0","0","4","0","0","0","0"
"21056","0","0","59","4","9","13","10"
"21057","0","0","70","7","19","28","6"
"21060","0","0","47","1","5","5","1"
"21061","0","0","77","2","16","15","5"
"21062","0","0","67","2","13","10","7"
"21063","0","0","69","2","13","10","7"
"21064","0","0","66","2","14","9","7"
"21067","0","0","48","1","5","5","1"
"21069","0","0","11","0","0","0","0"
"21070","0","0","86","10","51","32","22"
"21072","0","0","74","12","66","28","88"
"21073","0","0","49","1","5","5","1"
"21074","0","0","52","3","6","10","11"
"21075","0","0","11","0","0","0","0"
"21076","0","0","60","2","12","8","4"
"21078","0","0","4","0","0","0","0"
"21081","0","0","49","3","6","12","2"
"21083","0","0","12","0","0","0","0"
"21084","0","0","47","1","6","6","1"
"21085","0","0","50","0","6","12","5"
"21088","0","0","49","15","33","53","22"
"21090","0","0","79","12","21","47","129"
"21091","0","0","68","2","15","10","7"
"21092","0","0","11","0","0","0","0"
"21094","0","0","51","15","39","35","23"
"21095","0","0","11","0","0","0","0"
"21096","0","0","54","1","5","5","0"
"21097","0","0","10","0","0","0","0"
"21098","0","0","65","4","10","11","16"
"21099","0","0","31","0","0","0","0"
"21100","0","0","10","0","0","0","0"
"21101","0","0","11","0","0","0","0"
"21102","0","0","68","4","10","14","13"
"21103","0","0","54","4","9","13","10"
"21104","0","0","83","6","40","19","20"
"21105","0","0","71","2","15","10","7"
"21106","0","0","67","2","8","6","12"
"21107","0","0","33","0","0","0","11"
"21108","0","0","118","12","58","31","26"
"21109","0","0","11","0","0","0","0"
"21110","0","0","82","2","12","8","5"
"21111","0","0","82","2","12","8","5"
"21112","0","0","8","0","0","0","0"
"21113","0","0","67","2","13","10","7"
"21117","0","0","84","16","24","40","10"
"21118","0","0","8","0","0","0","0"
"21120","0","0","48","1","5","5","1"
"21121","0","0","68","0","9","2","11"
"21123","0","0","50","1","5","5","1"
"21124","0","0","49","1","5","5","1"
"21125","0","0","68","2","15","10","7"
"21126","0","0","71","2","15","10","7"
"21127","0","0","63","4","8","11","19"
"21129","0","0","33","0","0","0","5"
"21130","0","0","72","2","17","10","7"
"21131","0","0","50","1","5","5","1"
"21132","0","0","51","6","12","22","3"
"21133","0","0","81","4","48","29","23"
"21134","0","0","59","3","8","12","10"
"21135","0","0","11","0","0","0","0"
"21136","0","0","2","0","0","0","0"
"21137","0","0","8","0","0","0","0"
"21138","0","0","50","1","5","5","1"
"21139","0","0","48","1","5","5","1"
"21140","0","0","69","2","13","10","7"
"21141","0","0","54","2","7","9","11"
"21142","0","0","69","2","15","10","7"
"21143","0","0","71","2","15","10","7"
"21145","0","0","10","0","0","0","0"
"21146","0","0","8","0","0","0","0"
"21148","0","0","80","5","15","19","7"
"21149","0","0","66","9","17","22","6"
"21150","0","0","78","3","14","15","8"
"21151","0","0","72","2","15","10","7"
"21153","0","0","75","7","22","22","7"
"21157","0","0","68","2","15","10","7"
"21158","0","0","24","1","2","2","1"
"21159","0","0","91","10","40","28","15"
"21160","0","0","71","2","15","10","7"
"21161","0","0","10","0","0","0","0"
"21162","0","0","49","1","5","5","1"
"21163","0","0","48","1","5","5","1"
"21165","0","0","69","2","15","10","7"
"21166","0","0","60","6","13","16","15"
"21167","0","0","66","2","13","10","7"
"21168","0","0","51","2","6","7","11"
"21169","0","0","1","0","0","0","0"
"21171","0","0","77","1","14","9","8"
"21172","0","0","63","4","10","14","12"
"21173","0","0","45","5","7","13","2"
"21174","0","0","48","1","5","5","1"
"21175","0","0","42","0","5","2","1"
"21176","0","0","76","0","8","6","5"
"21177","0","0","86","6","41","21","12"
"21178","0","0","64","2","14","9","7"
"21180","0","0","36","6","5","20","11"
"21181","0","0","47","3","3","8","0"
"21182","0","0","66","4","11","14","13"
"21185","0","0","68","3","8","11","12"
"21188","0","0","56","4","9","13","10"
"21190","0","0","68","2","15","10","7"
"21191","0","0","69","3","18","11","7"
"21193","0","0","74","2","11","10","11"
"21198","0","0","61","2","10","10","1"
"21199","0","0","52","17","34","41","24"
"21201","0","0","59","1","10","6","12"
"21203","0","0","59","4","12","9","9"
"21205","0","0","63","10","153","29","31"
"21207","0","0","45","5","8","11","14"
"21208","0","0","49","1","5","5","1"
"21210","0","0","63","40","88","89","10"
"21212","0","0","101","3","15","18","12"
"21213","0","0","68","2","15","10","7"
"21214","0","0","60","6","12","13","9"
"21216","0","0","11","0","0","0","0"
"21217","0","0","53","2","9","7","3"
"21219","0","0","96","4","17","20","8"
"21220","0","0","71","15","38","33","23"
"21221","0","0","31","0","0","0","0"
"21222","0","0","50","1","5","5","1"
"21223","0","0","94","31","111","70","41"
"21226","0","0","89","9","31","34","13"
"21227","0","0","45","4","8","17","5"
"21228","0","0","49","1","5","5","1"
"21229","0","0","81","3","14","12","7"
"21231","0","0","2","0","0","0","0"
"21232","0","0","56","4","11","13","14"
"21235","0","0","77","2","16","15","5"
"21236","0","0","79","6","12","17","12"
"21237","0","0","54","4","11","15","6"
"21238","0","0","78","5","16","22","8"
"21239","0","0","43","4","12","13","6"
"21240","0","0","60","4","9","13","10"
"21241","0","0","77","7","18","20","8"
"21242","0","0","77","7","18","20","8"
"21243","0","0","50","1","5","5","1"
"21244","0","0","72","8","43","20","22"
"21245","0","0","11","0","0","0","0"
"21246","0","0","45","1","6","6","1"
"21247","0","0","59","4","9","10","12"
"21248","0","0","67","2","14","9","5"
"21249","0","0","28","0","0","0","0"
"21250","0","0","106","4","13","17","16"
"21253","0","0","65","3","9","13","11"
"21254","0","0","43","5","7","17","5"
"21255","0","0","48","1","5","5","1"
"21256","0","0","95","8","27","23","26"
"21258","0","0","62","4","11","12","14"
"21259","0","0","47","1","5","5","1"
